Medicaid Purchasing Administration ,,,,,,,,
Physician-Related Services/ Professional and Emergent Oral Healthcare Services,,,,,,,,
"Effective January 1, 2011",,,,,,,,
"Fee Schedule Updated March 30, 2012",,,,,,,,
Link to Legend,,,,,,,,
Code Status Indicator,Code,Mod,NFS Maximum Allowable ,FS Maximum Allowable ,PA Required,Global Days,Assist at surgery,Comments
,28636,  ,161.83,114.48,,010,N,
,28645,  ,351.23,275.21,,090,N,
,28660,  ,61.35,49.35,,010,N,
,28665,  ,86.92,77.81,,010,N,
,28666,  ,113.60,113.60,,010,N,
,28675,  ,320.78,233.42,,090,N,
,28705,  ,754.04,754.04,,090,Y,
,28715,  ,561.09,561.09,,090,Y,
,28725,  ,458.38,458.38,,090,Y,
,28730,  ,484.39,484.39,,090,Y,
,28735,  ,460.38,460.38,,090,Y,
,28737,  ,403.47,403.47,,090,Y,
,28740,  ,474.39,364.57,,090,Y,
,28750,  ,461.49,347.45,,090,N,
,28755,  ,275.65,193.18,,090,N,
,28760,  ,436.82,339.67,,090,Y,
,28800,  ,329.89,329.89,,090,Y,
,28805,  ,444.16,444.16,,090,N,
,28810,  ,257.87,257.87,,090,N,
,28820,  ,294.10,202.52,,090,N,
,28825,  ,323.45,235.64,,090,N,
,28890,  ,#,#,,090,N,
,28899,  ,B.R.,B.R.,,090,N,
,29000,  ,139.83,91.59,,000,N,
,29010,  ,123.82,81.81,,000,N,
,29015,  ,132.49,90.25,,000,N,
,29020,  ,120.71,77.58,,000,N,
,29025,  ,145.83,100.04,,000,N,
,29035,  ,130.71,78.92,,000,N,
,29040,  ,128.49,88.25,,000,N,
,29044,  ,142.27,91.37,,000,N,
,29046,  ,153.83,103.59,,000,N,
,29049,  ,48.91,35.79,,000,N,
,29055,  ,114.71,76.47,,000,N,
,29058,  ,61.35,46.91,,000,N,
,29065,  ,51.57,38.01,,000,N,
,29075,  ,48.02,34.46,,000,N,
,29085,  ,50.68,37.12,,000,N,
,29086,  ,39.79,27.79,,000,N,
,29105,  ,47.13,33.57,,000,N,
,29125,  ,37.12,24.23,,000,N,
,29126,  ,42.68,30.01,,000,N,
,29130,  ,22.45,16.45,,000,N,
,29131,  ,28.01,19.12,,000,N,
,29200,  ,29.79,23.34,,000,N,
,29240,  ,32.46,25.34,,000,N,
,29260,  ,28.45,21.34,,000,N,
,29280,  ,27.57,20.23,,000,N,
,29305,  ,128.93,88.70,,000,N,
,29325,  ,143.38,100.04,,000,N,
,29345,  ,73.80,57.35,,000,N,
,29355,  ,76.25,60.91,,000,N,
,29358,  ,83.81,58.69,,000,N,
,29365,  ,66.25,49.80,,000,N,
,29405,  ,48.46,36.01,,000,N,
,29425,  ,52.24,39.57,,000,N,
,29435,  ,64.69,48.68,,000,N,
,29440,  ,28.90,19.78,,000,N,
,29445,  ,79.81,63.36,,000,N,
,29450,  ,83.58,69.58,,000,N,
,29505,  ,42.24,27.34,,000,N,
,29515,  ,39.12,28.23,,000,N,
,29520,  ,27.57,20.90,,000,N,
,29530,  ,28.90,21.56,,000,N,
,29540,  ,23.34,18.67,,000,N,
,29550,  ,22.90,17.56,,000,N,
,29580,  ,29.12,20.67,,000,N,
,29581,,52.91,19.12,,000,N,
,29590,  ,30.68,23.56,,000,N,
,29700,  ,35.35,20.01,,000,N,
,29705,  ,36.68,27.12,,000,N,
,29710,  ,66.02,47.79,,000,N,
,29715,  ,48.46,32.01,,000,N,
,29720,  ,43.79,25.12,,000,N,
,29730,  ,35.79,26.01,,000,N,
,29740,  ,50.91,38.01,,000,N,
,29750,  ,57.13,44.46,,000,N,
,29799,  ,B.R.,B.R.,,000,N,
,29800,  ,295.21,295.21,PA,090,N,
,29804,  ,367.91,367.91,PA,090,Y,
,29805,  ,264.76,264.76,,090,N,
,29806,  ,605.10,605.10,,090,N,
,29807,  ,589.54,589.54,,090,N,
,29819,  ,331.45,331.45,,090,N,
,29820,  ,305.44,305.44,,090,Y,
,29821,  ,334.34,334.34,,090,Y,
,29822,  ,325.00,325.00,,090,Y,
,29823,  ,355.24,355.24,,090,Y,
,29824,  ,381.47,381.47,,090,Y,
,29825,  ,331.23,331.23,,090,Y,
,29826,  ,379.24,379.24,,090,Y,
,29827,  ,617.33,617.33,,090,Y,
,29828,,521.29,521.29,,090,Y,
,29830,  ,255.65,255.65,,090,N,
,29834,  ,277.88,277.88,,090,Y,
,29835,  ,285.21,285.21,,090,Y,
,29836,  ,329.45,329.45,,090,Y,
,29837,  ,298.77,298.77,,090,Y,
,29838,  ,334.34,334.34,,090,N,
,29840,  ,252.98,252.98,,090,N,
,29843,  ,271.21,271.21,,090,Y,
,29844,  ,279.88,279.88,,090,Y,
,29845,  ,322.56,322.56,,090,Y,
,29846,  ,293.88,293.88,,090,N,
,29847,  ,306.77,306.77,,090,Y,
,29848,  ,283.43,283.43,,090,N,
,29850,  ,331.67,331.67,,090,N,
,29851,  ,530.63,530.63,,090,Y,
,29855,  ,445.93,445.93,,090,Y,
,29856,  ,569.31,569.31,,090,Y,
,29860,  ,372.13,372.13,,090,Y,
,29861,  ,410.37,410.37,,090,Y,
,29862,  ,461.05,461.05,,090,Y,
,29863,  ,459.94,459.94,,090,Y,
,29866,  ,#,#,,090,N,
,29867,  ,#,#,,090,N,
,29868,  ,#,#,,090,N,
,29870,  ,328.34,230.53,,090,N,
,29871,  ,288.77,288.77,,090,N,
,29873,  ,290.77,290.77,,090,N,
,29874,  ,303.66,303.66,,090,N,
,29875,  ,279.21,279.21,,090,N,
,29876,  ,369.91,369.91,,090,N,
,29877,  ,350.12,350.12,PA,090,N,
,29879,  ,374.35,374.35,,090,N,
,29880,  ,390.36,390.36,,090,N,
,29881,  ,364.57,364.57,,090,N,
,29882,  ,394.14,394.14,,090,N,
,29883,  ,478.17,478.17,,090,N,
,29884,  ,349.23,349.23,,090,Y,
,29885,  ,423.48,423.48,,090,Y,
,29886,  ,357.46,357.46,,090,N,
,29887,  ,421.04,421.04,,090,Y,
,29888,  ,565.09,565.09,,090,Y,
,29889,  ,694.02,694.02,,090,Y,
,29891,  ,395.69,395.69,,090,Y,
,29892,  ,414.81,414.81,,090,Y,
,29893,  ,334.12,248.09,,090,N,
,29894,  ,293.88,293.88,,090,Y,
,29895,  ,282.77,282.77,,090,Y,
,29897,  ,296.99,296.99,,090,Y,
,29898,  ,331.00,331.00,,090,Y,
,29899,  ,601.10,601.10,,090,Y,
,29900,  ,244.53,244.53,,090,N,
,29901,  ,287.66,287.66,,090,N,
,29902,  ,327.00,327.00,,090,N,
,29904,,355.01,355.01,,090,Y,
,29905,,383.02,383.02,,090,Y,
,29906,,403.25,403.25,,090,Y,
,29907,,490.39,490.39,,090,Y,
N/R,29914,,654.67,654.67,,090,Y,
N/R,29915,,667.12,667.12,,090,Y,
N/R,29916,,667.12,667.12,,090,Y,
,29999,  ,B.R.,B.R.,,090,N,
,30000,  ,128.71,67.58,,010,N,
,30020,  ,125.82,68.25,,010,N,
,30100,  ,78.03,40.24,,000,N,
,30110,  ,126.71,75.14,,010,N,
,30115,  ,243.42,243.42,,090,N,
,30117,  ,466.16,189.84,,090,N,
,30118,  ,440.38,440.38,,090,N,
,30120,  ,293.21,254.76,,090,N,
,30124,  ,155.17,155.17,,090,N,
,30125,  ,349.90,349.90,,090,Y,
,30130,  ,213.19,213.19,,090,N,
,30140,  ,244.09,244.09,,090,N,
,30150,  ,448.16,448.16,,090,N,
,30160,  ,450.16,450.16,,090,Y,
,30200,  ,62.69,34.46,,000,N,
,30210,  ,82.70,56.69,,010,N,
,30220,  ,163.61,72.25,,010,N,
,30300,  ,126.04,69.58,,010,N,
,30310,  ,116.26,116.26,,010,N,
,30320,  ,256.31,256.31,,090,N,
,30400,  ,#,#,,090,N,
,30410,  ,#,#,,090,Y,
,30420,  ,#,#,,090,N,
,30430,  ,#,#,,090,Y,
,30435,  ,#,#,,090,Y,
,30450,  ,#,#,,090,Y,
,30460,  ,447.05,447.05,,090,Y,
,30462,  ,867.19,867.19,,090,Y,
,30465,  ,561.75,561.75,,090,N,
,30520,  ,348.79,348.79,,090,N,
,30540,  ,385.47,385.47,,090,Y,
,30545,  ,518.85,518.85,,090,Y,
,30560,  ,149.16,78.69,,010,N,
,30580,  ,355.01,284.54,,090,N,
,30600,  ,325.67,250.98,,090,N,
,30620,  ,350.79,350.79,,090,N,
,30630,  ,356.12,356.12,,090,N,
,30801,  ,125.15,75.58,,010,N,
,30802,  ,161.61,107.59,,010,N,
,30901,  ,58.91,36.68,,000,N,
,30903,  ,109.37,47.79,,000,N,
,30905,  ,136.05,61.13,,000,N,
,30906,  ,155.61,79.81,,000,N,
,30915,  ,331.23,331.23,,090,N,
,30920,  ,477.95,477.95,,090,N,
,30930,  ,69.58,69.58,,010,N,
,30999,  ,B.R.,B.R.,,090,N,
,31000,  ,99.81,59.80,,010,N,
,31002,  ,113.82,113.82,,010,N,
,31020,  ,268.54,198.96,,090,N,
,31030,  ,388.36,295.66,,090,N,
,31032,  ,325.00,325.00,,090,N,
,31040,  ,429.04,429.04,,090,N,
,31050,  ,279.88,279.88,,090,N,
,31051,  ,366.57,366.57,,090,N,
,31070,  ,247.42,247.42,,090,N,
,31075,  ,448.16,448.16,,090,Y,
,31080,  ,580.43,580.43,,090,Y,
,31081,  ,743.82,743.82,,090,Y,
,31084,  ,673.35,673.35,,090,Y,
,31085,  ,775.16,775.16,,090,Y,
,31086,  ,642.45,642.45,,090,Y,
,31087,  ,628.44,628.44,,090,Y,
,31090,  ,575.76,575.76,,090,N,
,31200,  ,308.11,308.11,,090,N,
,31201,  ,417.48,417.48,,090,N,
,31205,  ,497.29,497.29,,090,Y,
,31225,  ,"1,068.60","1,068.60",,090,Y,
,31230,  ,"1,195.97","1,195.97",,090,Y,
,31231,  ,106.70,44.68,,000,N,
,31233,  ,150.05,80.69,,000,N,
,31235,  ,171.39,95.81,,000,N,
,31237,  ,185.18,107.37,,000,N,
,31238,  ,190.96,116.93,,000,N,
,31239,  ,387.91,387.91,,010,N,
,31240,  ,95.37,95.37,,000,N,
,31254,  ,162.95,162.95,,000,N,
,31255,  ,239.19,239.19,,000,N,
,31256,  ,117.82,117.82,,000,N,
,31267,  ,189.62,189.62,,000,N,
,31276,  ,302.11,302.11,,000,N,
,31287,  ,138.49,138.49,,000,N,
,31288,  ,160.50,160.50,,000,N,
,31290,  ,682.02,682.02,,010,N,
,31291,  ,719.14,719.14,,010,N,
,31292,  ,588.21,588.21,,010,N,
,31293,  ,641.11,641.11,,010,N,
,31294,  ,735.15,735.15,,010,N,
N,31295,,#,#,,000,N,
N,31296,,#,#,,000,N,
N,31297,,#,#,,000,N,
,31299,  ,B.R.,B.R.,,090,N,
,31300,  ,726.70,726.70,,090,Y,
,31320,  ,369.24,369.24,,090,N,
,31360,  ,"1,180.64","1,180.64",,090,Y,
,31365,  ,"1,471.63","1,471.63",,090,Y,
,31367,  ,"1,263.33","1,263.33",,090,Y,
,31368,  ,"1,405.60","1,405.60",,090,Y,
,31370,  ,"1,185.53","1,185.53",,090,Y,
,31375,  ,"1,123.28","1,123.28",,090,Y,
,31380,  ,"1,105.72","1,105.72",,090,Y,
,31382,  ,"1,213.98","1,213.98",,090,Y,
,31390,  ,"1,634.79","1,634.79",,090,Y,
,31395,  ,"1,728.16","1,728.16",,090,Y,
,31400,  ,$575.09,$575.09,,090,Y,
,31420,  ,$483.28,$483.28,,090,Y,
,31500,  ,65.80,65.80,,000,N,
,31502,  ,20.67,20.67,,000,N,
,31505,  ,46.91,28.45,,000,N,
,31510,  ,120.49,71.36,,000,N,
,31511,  ,120.49,76.69,,000,N,
,31512,  ,119.15,77.14,,000,N,
,31513,  ,78.47,78.47,,000,N,
,31515,  ,118.93,65.13,,000,N,
,31520,  ,91.81,91.81,,000,N,
,31525,  ,143.38,94.70,,000,N,
,31526,  ,93.81,93.81,,000,N,
,31527,  ,115.37,115.37,,000,N,
,31528,  ,86.03,86.03,,000,N,
,31529,  ,96.48,96.48,,000,N,
,31530,  ,118.04,118.04,,000,N,
,31531,  ,127.38,127.38,,000,N,
,31535,  ,113.37,113.37,,000,N,
,31536,  ,126.49,126.49,,000,N,
,31540,  ,145.38,145.38,,000,N,
,31541,  ,158.72,158.72,,000,N,
,31545,  ,217.41,217.41,,000,N,
,31546,  ,328.78,328.78,,000,N,
,31560,  ,188.29,188.29,,000,N,
,31561,  ,205.85,205.85,,000,N,
,31570,  ,198.07,136.49,,000,N,
,31571,  ,149.83,149.83,,000,N,
,31575,  ,65.80,44.68,,000,N,
,31576,  ,128.49,73.14,,000,N,
,31577,  ,138.72,88.70,,000,N,
,31578,  ,161.39,101.37,,000,N,
,31579,  ,124.27,83.58,,000,N,
,31580,  ,695.80,695.80,,090,Y,
,31582,  ,"1,098.38","1,098.38",,090,N,
,31584,  ,874.31,874.31,,090,Y,
,31587,  ,579.31,579.31,,090,Y,
,31588,  ,658.45,658.45,,090,Y,
,31590,  ,507.51,507.51,,090,Y,
,31595,  ,439.93,439.93,,090,Y,
,31599,  ,B.R.,B.R.,,090,N,
,31600,  ,234.97,234.97,,000,N,
,31601,  ,154.94,154.94,,000,Y,
,31603,  ,132.71,132.71,,000,N,
,31605,  ,108.70,108.70,,000,N,
,31610,  ,409.92,409.92,,090,N,
,31611,  ,307.44,307.44,,090,Y,
,31612,  ,46.24,28.23,,000,N,
,31613,  ,255.65,255.65,,090,N,
,31614,  ,426.82,426.82,,090,N,
,31615,  ,105.15,75.36,,000,N,
,31620,  ,160.50,41.57,,000,N,
,31622,  ,182.51,87.59,,000,N,
,31623,  ,198.07,88.25,,000,N,
,31624,  ,184.51,88.70,,000,N,
,31625,  ,198.96,102.92,,000,N,
,31626,,258.76,128.27,,000,N,
,31627,,716.47,62.02,,000,N,
,31628,  ,235.86,114.48,,000,N,
,31629,  ,361.68,123.38,,000,N,
,31630,  ,122.27,122.27,,000,N,
,31631,  ,139.16,139.16,,000,N,
,31632,  ,42.46,29.57,,000,N,
,31633,  ,52.02,38.24,,000,N,
N/R,31634,,"1,185.08",132.71,,000,Y,
,31635,  ,204.29,114.04,,000,N,
,31636,  ,135.16,135.16,,000,N,
,31637,  ,46.46,46.46,,000,N,
,31638,  ,154.50,154.50,,000,N,
,31640,  ,156.05,156.05,,000,N,
,31641,  ,155.61,155.61,,000,N,
,31643,  ,105.81,105.81,,000,N,
,31645,  ,178.28,96.92,,000,N,
,31646,  ,161.83,84.03,,000,N,
,31656,  ,181.62,66.91,,000,N,
,31715,  ,32.90,32.90,,000,N,
,31717,  ,167.61,65.58,,000,N,
,31720,  ,31.12,31.12,,000,N,
,31725,  ,56.69,56.69,,000,N,
,31730,  ,542.41,88.48,,000,N,
,31750,  ,777.16,777.16,,090,Y,
,31755,  ,982.12,982.12,,090,Y,
,31760,  ,825.40,825.40,,090,Y,
,31766,  ,"1,083.05","1,083.05",,090,Y,
,31770,  ,800.06,800.06,,090,Y,
,31775,  ,830.07,830.07,,090,Y,
,31780,  ,704.25,704.25,,090,Y,
,31781,  ,878.09,878.09,,090,Y,
,31785,  ,639.78,639.78,,090,Y,
,31786,  ,882.31,882.31,,090,Y,
,31800,  ,403.25,403.25,,090,N,
,31805,  ,495.06,495.06,,090,Y,
,31820,  ,246.75,190.73,,090,N,
,31825,  ,345.23,281.43,,090,N,
P,31830,  ,248.09,197.18,PA,090,N,
,31899,  ,B.R.,B.R.,,090,N,
,32035,  ,423.04,423.04,,090,Y,
,32036,  ,458.38,458.38,,090,Y,
,32095,  ,375.02,375.02,,090,Y,
,32100,  ,573.09,573.09,,090,Y,
,32110,  ,867.86,867.86,,090,Y,
,32120,  ,521.07,521.07,,090,Y,
,32124,  ,553.08,553.08,,090,Y,
,32140,  ,592.21,592.21,,090,Y,
,32141,  ,911.87,911.87,,090,Y,
,32150,  ,596.21,596.21,,090,Y,
,32151,  ,605.32,605.32,,090,Y,
,32160,  ,461.49,461.49,,090,Y,
,32200,  ,672.01,672.01,,090,Y,
,32201,  ,534.63,125.15,,000,N,
,32215,  ,477.72,477.72,,090,Y,
,32220,  ,953.22,953.22,,090,Y,
,32225,  ,594.87,594.87,,090,Y,
,32310,  ,548.19,548.19,,090,Y,
,32320,  ,956.11,956.11,,090,Y,
,32400,  ,88.92,54.24,,000,N,
,32402,  ,337.23,337.23,,090,Y,
,32405,  ,60.69,60.47,,000,N,
,32420,  ,67.58,67.58,,000,N,
,32421,,92.03,46.91,,000,N,
,32422,,116.71,75.14,,000,N,
,32440,  ,948.11,948.11,,090,Y,
,32442,  ,"1,703.93","1,703.93",,090,Y,
,32445,  ,"2,087.17","2,087.17",,090,Y,
,32480,  ,895.65,895.65,,090,Y,
,32482,  ,957.45,957.45,,090,Y,
,32484,  ,868.75,868.75,,090,Y,
,32486,  ,"1,414.49","1,414.49",,090,Y,
,32488,  ,"1,431.83","1,431.83",,090,Y,
,32491,  ,892.76,892.76,,090,Y,
,32500,  ,868.53,868.53,,090,Y,
,32501,  ,149.83,149.83,,000,Y,
,32503,  ,"1,090.83","1,090.83",,090,Y,
,32504,  ,"1,249.33","1,249.33",,090,Y,
,32540,  ,"1,029.25","1,029.25",,090,Y,
,32550,,459.94,137.16,,000,N,
,32551,,104.26,104.26,,000,N,
,32552,,108.70,96.03,,010,N,
,32553,,354.12,123.15,,000,Y,
,32560,,153.83,51.13,,000,N,
,32561,,56.69,43.13,,000,Y,
,32562,,50.68,38.90,,000,Y,
,32601,  ,186.29,186.29,,000,N,
,32602,  ,201.85,201.85,,000,N,
,32603,  ,262.98,262.98,,000,N,
,32604,  ,293.44,293.44,,000,N,
,32605,  ,232.08,232.08,,000,N,
,32606,  ,280.76,280.76,,000,N,
,32650,  ,400.58,400.58,,090,Y,
,32651,  ,648.45,648.45,,090,Y,
,32652,  ,986.79,986.79,,090,Y,
,32653,  ,626.00,626.00,,090,Y,
,32654,  ,699.80,699.80,,090,Y,
,32655,  ,569.31,569.31,,090,Y,
,32656,  ,479.72,479.72,,090,Y,
,32657,  ,472.17,472.17,,090,Y,
,32658,  ,431.04,431.04,,090,Y,
,32659,  ,441.04,441.04,,090,Y,
,32660,  ,629.11,629.11,,090,Y,
,32661,  ,481.50,481.50,,090,Y,
,32662,  ,540.41,540.41,,090,Y,
,32663,  ,844.07,844.07,,090,Y,
,32664,  ,509.29,509.29,,090,Y,
,32665,  ,740.04,740.04,,090,Y,
,32800,  ,550.86,550.86,,090,Y,
,32810,  ,539.08,539.08,,090,Y,
,32815,  ,"1,657.02","1,657.02",,090,Y,
,32820,  ,805.84,805.84,,090,Y,
,32850,  ,B.R.,B.R.,COE,000,N,
,32851,  ,"1,554.10","1,554.10",COE,090,Y,
,32852,  ,"1,721.27","1,721.27",COE,090,Y,
,32853,  ,"1,850.43","1,850.43",COE,090,Y,
,32854,  ,"2,024.26","2,024.26",COE,090,Y,
,32855,  ,B.R.,B.R.,COE,000,Y,
,32856,  ,B.R.,B.R.,COE,000,Y,
,32900,  ,822.51,822.51,,090,Y,
,32905,  ,803.61,803.61,,090,Y,
,32906,  ,996.57,996.57,,090,Y,
,32940,  ,738.04,738.04,,090,Y,
,32960,  ,84.92,61.80,,000,N,
,32997,  ,215.63,215.63,,000,N,
,32998,,#,#,,000,Y,
,32999,  ,B.R.,B.R.,,090,N,
,33010,  ,75.80,75.80,,000,N,
,33011,  ,75.14,75.14,,000,N,
,33015,  ,320.78,320.78,,090,N,
,33020,  ,526.63,526.63,,090,Y,
,33025,  ,483.28,483.28,,090,Y,
,33030,  ,776.72,776.72,,090,Y,
,33031,  ,866.97,866.97,,090,Y,
,33050,  ,600.88,600.88,,090,Y,
,33120,  ,943.89,943.89,,090,Y,
,33130,  ,877.86,877.86,,090,Y,
,33140,  ,#,#,,090,Y,
,33141,  ,#,#,,000,Y,
,33202,,470.61,470.61,,090,N,
,33203,,497.73,497.73,,090,N,
,33206,  ,287.66,287.66,,090,N,
,33207,  ,306.55,306.55,,090,N,
,33208,  ,331.67,331.67,,090,N,
,33210,  ,114.26,114.26,,000,N,
,33211,  ,115.15,115.15,,000,N,
,33212,  ,213.19,213.19,,090,N,
,33213,  ,243.64,243.64,,090,N,
,33214,  ,303.44,303.44,,090,N,
,33215,  ,192.96,192.96,,090,N,
,33216,  ,238.75,238.75,,090,N,
,33217,  ,236.75,236.75,,090,N,
,33218,  ,247.86,247.86,,090,N,
,33220,  ,250.31,250.31,,090,N,
,33222,  ,217.63,217.63,,090,N,
,33223,  ,262.54,262.54,,090,N,
,33224,  ,321.67,321.67,,000,N,
,33225,  ,290.55,290.55,,000,N,
,33226,  ,309.66,309.66,,000,N,
,33233,  ,151.39,151.39,,090,N,
,33234,  ,307.66,307.66,,090,N,
,33235,  ,401.03,401.03,,090,N,
,33236,  ,475.28,475.28,,090,N,
,33237,  ,516.18,516.18,,090,N,
,33238,  ,565.31,565.31,,090,N,
,33240,  ,294.33,294.33,,090,N,
,33241,  ,142.94,142.94,,090,N,
,33243,  ,840.07,840.07,,090,Y,
,33244,  ,541.30,541.30,,090,N,
,33249,  ,576.20,576.20,,090,N,
,33250,  ,894.31,894.31,,090,Y,
,33251,  ,992.57,992.57,,090,Y,
,33254,,829.85,829.85,,090,Y,
,33255,,"1,012.13","1,012.13",,090,Y,
,33256,,"1,203.53","1,203.53",,090,Y,
,33257,,354.57,354.57,,000,Y,
,33258,,399.25,399.25,,000,Y,
,33259,,515.74,515.74,,000,Y,
,33261,  ,988.35,988.35,,090,Y,
,33265,,824.73,824.73,PA,090,Y,
,33266,,"1,128.17","1,128.17",PA,090,Y,
,33282,  ,205.41,205.41,,090,N,
,33284,  ,147.83,147.83,,090,N,
,33300,  ,"1,460.96","1,460.96",,090,Y,
,33305,  ,"2,459.75","2,459.75",,090,Y,
,33310,  ,707.36,707.36,,090,Y,
,33315,  ,903.65,903.65,,090,Y,
,33320,  ,645.34,645.34,,090,Y,
,33321,  ,720.70,720.70,,090,Y,
,33322,  ,848.07,848.07,,090,Y,
,33330,  ,873.42,873.42,,090,Y,
,33332,  ,852.08,852.08,,090,Y,
,33335,  ,"1,151.07","1,151.07",,090,Y,
,33400,  ,"1,397.82","1,397.82",,090,Y,
,33401,  ,887.87,887.87,,090,Y,
,33403,  ,915.43,915.43,,090,Y,
,33404,  ,"1,078.60","1,078.60",,090,Y,
,33405,  ,"1,407.38","1,407.38",,090,Y,
,33406,  ,"1,761.51","1,761.51",,090,Y,
,33410,  ,"1,556.77","1,556.77",,090,Y,
,33411,  ,"2,047.61","2,047.61",,090,Y,
,33412,  ,"1,511.20","1,511.20",,090,Y,
,33413,  ,"1,982.25","1,982.25",,090,Y,
,33414,  ,"1,328.02","1,328.02",,090,Y,
,33415,  ,"1,233.10","1,233.10",,090,Y,
,33416,  ,"1,236.65","1,236.65",,090,Y,
,33417,  ,"1,021.25","1,021.25",,090,Y,
,33420,  ,838.29,$838.29,,090,N,
,33422,  ,"1,028.80","1,028.80",,090,Y,
,33425,  ,"1,647.91","1,647.91",,090,Y,
,33426,  ,"1,464.96","1,464.96",,090,Y,
,33427,  ,"1,511.20","1,511.20",,090,Y,
,33430,  ,"1,711.49","1,711.49",,090,Y,
,33460,  ,"1,542.32","1,542.32",,090,Y,
,33463,  ,"1,867.54","1,867.54",,090,Y,
,33464,  ,"1,485.63","1,485.63",,090,Y,
,33465,  ,"1,668.81","1,668.81",,090,Y,
,33468,  ,"1,144.85","1,144.85",,090,Y,
,33470,  ,750.71,750.71,,090,Y,
,33471,  ,761.60,761.60,,090,Y,
,33472,  ,764.27,764.27,,090,Y,
,33474,  ,"1,286.45","1,286.45",,090,Y,
,33475,  ,"1,424.28","1,424.28",,090,Y,
,33476,  ,915.65,$915.65,,090,Y,
,33478,  ,958.34,$958.34,,090,Y,
,33496,  ,"1,021.91","1,021.91",,090,Y,
,33500,  ,961.67,$961.67,,090,Y,
,33501,  ,681.35,$681.35,,090,Y,
,33502,  ,774.27,$774.27,,090,Y,
,33503,  ,825.40,$825.40,,090,N,
,33504,  ,886.53,$886.53,,090,Y,
,33505,  ,"1,256.00","1,256.00",,090,Y,
,33506,  ,"1,252.44","1,252.44",,090,Y,
,33507,  ,"1,055.04","1,055.04",,090,Y,
,33508,  ,9.78,$9.78,,000,Y,
,33510,  ,"1,198.86","1,198.86",,090,Y,
,33511,  ,"1,313.13","1,313.13",,090,Y,
,33512,  ,"1,487.41","1,487.41",,090,Y,
,33513,  ,"1,521.64","1,521.64",,090,Y,
,33514,  ,"1,615.45","1,615.45",,090,Y,
,33516,  ,"1,677.48","1,677.48",,090,Y,
,33517,  ,114.93,114.93,,000,Y,
,33518,  ,251.64,251.64,,000,Y,
,33519,  ,334.12,334.12,,000,Y,
,33521,  ,402.59,402.59,,000,Y,
,33522,  ,453.71,453.71,,000,Y,
,33523,  ,515.51,515.51,,000,Y,
,33530,  ,320.56,320.56,,000,Y,
,33533,  ,"1,161.07","1,161.07",,090,Y,
,33534,  ,"1,361.14","1,361.14",,090,Y,
,33535,  ,"1,515.64","1,515.64",,090,Y,
,33536,  ,"1,628.13","1,628.13",,090,Y,
,33542,  ,"1,591.22","1,591.22",,090,Y,
,33545,  ,"1,871.77","1,871.77",,090,Y,
,33548,  ,#,#,,090,Y,
,33572,  ,143.16,$143.16,,000,Y,
,33600,  ,"1,035.47","1,035.47",,090,Y,
,33602,  ,"1,002.35","1,002.35",,090,Y,
,33606,  ,"1,082.38","1,082.38",,090,Y,
,33608,  ,"1,098.16","1,098.16",,090,Y,
,33610,  ,"1,075.49","1,075.49",,090,Y,
,33611,  ,"1,197.75","1,197.75",,090,Y,
,33612,  ,"1,210.42","1,210.42",,090,Y,
,33615,  ,"1,224.43","1,224.43",,090,Y,
,33617,  ,"1,305.79","1,305.79",,090,Y,
,33619,  ,"1,617.23","1,617.23",,090,Y,
N/R,33620,,"1,079.71","1,079.71",,090,Y,
N/R,33621,,581.54,581.54,,090,Y,
N/R,33622,,"2,279.02","2,279.02",,090,Y,
,33641,  ,995.01,995.01,,090,Y,
,33645,  ,965.67,965.67,,090,Y,
,33647,  ,"1,084.82","1,084.82",,090,Y,
,33660,  ,"1,073.49","1,073.49",,090,Y,
,33665,  ,"1,231.10","1,231.10",,090,Y,
,33670,  ,"1,212.87","1,212.87",,090,Y,
,33675,,"1,205.31","1,205.31",,090,Y,
,33676,,"1,181.30","1,181.30",,090,Y,
,33677,,"1,227.54","1,227.54",,090,Y,
,33681,  ,"1,119.28","1,119.28",,090,Y,
,33684,  ,"1,212.87","1,212.87",,090,Y,
,33688,  ,"1,146.85","1,146.85",,090,Y,
,33690,  ,716.70,$716.70,,090,Y,
,33692,  ,"1,016.58","1,016.58",,090,Y,
,33694,  ,"1,202.64","1,202.64",,090,Y,
,33697,  ,"1,291.56","1,291.56",,090,Y,
,33702,  ,938.55,$938.55,,090,Y,
,33710,  ,"1,101.94","1,101.94",,090,Y,
,33720,  ,940.33,$940.33,,090,Y,
,33722,  ,986.12,$986.12,,090,Y,
,33724,,947.89,$947.89,,090,Y,
,33726,,"1,253.33","1,253.33",,090,Y,
,33730,  ,"1,203.53","1,203.53",,090,Y,
,33732,  ,"1,005.46","1,005.46",,090,Y,
,33735,  ,781.83,$781.83,,090,Y,
,33736,  ,854.97,$854.97,,090,Y,
,33737,  ,785.83,785.83,,090,Y,
,33750,  ,871.19,871.19,,090,Y,
,33755,  ,777.16,777.16,,090,Y,
,33762,  ,744.26,744.26,,090,Y,
,33764,  ,783.61,783.61,,090,Y,
,33766,  ,827.40,827.40,,090,Y,
,33767,  ,860.08,860.08,,090,Y,
,33768,  ,245.64,245.64,,000,Y,
,33770,  ,"1,308.24","1,308.24",,090,Y,
,33771,  ,"1,266.89","1,266.89",,090,Y,
,33774,  ,"1,099.94","1,099.94",,090,Y,
