productid	productndc	producttypename	proprietaryname	proprietarynamesuffix	nonproprietaryname	dosageformname	routename	startmarketingdate	endmarketingdate	marketingcategoryname	applicationnumber	labelername	substancename	active_numerator_strength	active_ingred_unit	pharm_classes	deaschedule	ndcpackagecode	packagedescription	fmtPackageCode
49817-1988_850cf12e-7152-4bfc-82fa-d882cd7d5ad2	49817-1988	HUMAN OTC DRUG	Fresh Sugar Rose Tinted Lip Treatment SPF 15		octinoxate and oxybenzone	LIPSTICK	TOPICAL	20090601	NA	OTC MONOGRAPH NOT FINAL	part352	Guerlain	OCTINOXATE; OXYBENZONE	7.49; 2	g/100g; g/100g			49817-1988-4	1 CARTRIDGE in 1 CARTON (49817-1988-4)  > 4.3 g in 1 CARTRIDGE (49817-1988-8) 	5-4-1 format
49963-532_c386c458-4510-437b-beb7-5d5ec607a732	49963-532	HUMAN OTC DRUG	Bronkids		Chlorpheniramine Maleate, Dextromethorphan Hydrobromide, Phenylephrine Hydrochloride	LIQUID	ORAL	20111010	NA	OTC MONOGRAPH FINAL	part341	Portal Pharmaceutical	CHLORPHENIRAMINE MALEATE; DEXTROMETHORPHAN HYDROBROMIDE; PHENYLEPHRINE HYDROCHLORIDE	4; 10; 10	mg/5mL; mg/5mL; mg/5mL			49963-532-04	118 mL in 1 BOTTLE (49963-532-04) 	5-3-2 format
49967-857_46f7ed04-be77-4dfb-b46c-6645e4981e99	49967-857	HUMAN OTC DRUG	Lancome Paris Renergie Lift Volumetry	Volumetric Lifting and Reshaping SPF 15 Normal Combination Skin	Avobenzone Octisalate Octocrylene	CREAM	TOPICAL	20100601	NA	OTC MONOGRAPH NOT FINAL	part352	L'Oreal USA Products Inc	AVOBENZONE; OCTISALATE; OCTOCRYLENE	1.5; 2.5; 3.5	g/50g; g/50g; g/50g			49967-857-01	1 JAR in 1 CARTON (49967-857-01)  > 50 g in 1 JAR	5-3-2 format
50101-0001_40e80052-9d05-49d4-b280-f3684a8ab96a	50101-0001	HUMAN PRESCRIPTION DRUG	Oxygen		Oxygen	GAS	RESPIRATORY (INHALATION)	20090903	NA	UNAPPROVED MEDICAL GAS		Laramie Respiratory Service	OXYGEN	99	L/100L			50101-0001-2	248 L in 1 CYLINDER (50101-0001-2) 	5-4-1 format
50332-0106_839b8158-f199-4dad-8efc-ab8cb9598047	50332-0106	HUMAN OTC DRUG	NUTRALOX		CALCIUM CARBONATE	TABLET, CHEWABLE	ORAL	19870120	NA	OTC MONOGRAPH FINAL	part331	HART Health	CALCIUM CARBONATE	420	mg/1			50332-0106-7	125 PACKET in 1 BOX, UNIT-DOSE (50332-0106-7)  > 2 TABLET, CHEWABLE in 1 PACKET	5-4-1 format
50436-5996_1d243b39-5231-4fb4-86b7-270f6f23c9e5	50436-5996	HUMAN PRESCRIPTION DRUG	benzonatate		benzonatate	CAPSULE	ORAL	20070725	NA	ANDA	ANDA040749	Unit Dose Services	BENZONATATE	200	mg/1	Decreased Tracheobronchial Stretch Receptor Activity [PE],Non-narcotic Antitussive [EPC]		50436-5996-1	30 CAPSULE in 1 BOTTLE (50436-5996-1) 	5-4-1 format
50809-001_54ea526f-516a-495e-84c8-3f9273d26637	50809-001	HUMAN PRESCRIPTION DRUG	Oxygen		Oxygen	GAS	RESPIRATORY (INHALATION)	20100517	NA	UNAPPROVED MEDICAL GAS		Abilene Oxygen Inc.	OXYGEN	99	L/100L			50809-001-16	1699 L in 1 CYLINDER (50809-001-16) 	5-3-2 format
50845-0068_eeeb6bdd-091c-4637-a13e-c7ec55bd6b08	50845-0068	HUMAN OTC DRUG	Arthritis		Acontium napellus, Apis mellifica, Arnica montana, Berberis vulgaris, Bryonia, Calcarea fluorica. Cimicifuga racemosa, Colchicum autumnale,	SPRAY	ORAL	20100722	NA	UNAPPROVED HOMEOPATHIC		Liddell Laboratories	ACONITUM NAPELLUS; APIS MELLIFERA; ARNICA MONTANA; BERBERIS VULGARIS ROOT BARK; BLACK COHOSH; BRYONIA ALBA ROOT; CALCIUM FLUORIDE; COLCHICUM AUTUMNALE BULB; MERCURIC CHLORIDE; RHODODENDRON AUREUM LEAF; SHARK; SOLANUM DULCAMARA TOP; SOLIDAGO VIRGAUREA FLOWERING TOP; ST. JOHN'S WORT; THUJA OCCIDENTALIS LEAFY TWIG; TOXICODENDRON PUBESCENS LEAF	200; 200; 3; 30; 6; 200; 12; 200; 200; 3; 6; 200; 30; 200; 200; 200	[hp_C]/mL; [hp_C]/mL; [hp_X]/mL; [hp_C]/mL; [hp_X]/mL; [hp_C]/mL; [hp_X]/mL; [hp_C]/mL; [hp_C]/mL; [hp_X]/mL; [hp_X]/mL; [hp_C]/mL; [hp_C]/mL; [hp_C]/mL; [hp_C]/mL; [hp_C]/mL			50845-0068-3	1 CARTON in 1 CARTON (50845-0068-3)  > 1 BOTTLE, SPRAY in 1 CARTON (50845-0068-2)  > 30 mL in 1 BOTTLE, SPRAY (50845-0068-1) 	5-4-1 format
50845-0102_384124e6-fb64-4473-8d63-28b34fc7019d	50845-0102	HUMAN OTC DRUG	Stomach Distress		Arsenicum album, Calcarea sulphurica, Carbo animalis, Carbo vegetabilis, Cinchona officinalis, Hydrastis canadensis, Nux vomica, Ornithogalum umbellatum, Pyrogenium, Silicea,	SPRAY	ORAL	20110726	NA	UNAPPROVED HOMEOPATHIC		Liddell Laboratories, Inc.	ACTIVATED CHARCOAL; ARSENIC TRIOXIDE; CALCIUM SULFATE ANHYDROUS; CARBO ANIMALIS; CINCHONA OFFICINALIS BARK; GOLDENSEAL; ORNITHOGALUM UMBELLATUM; RANCID BEEF; SILICON DIOXIDE; STRYCHNOS NUX-VOMICA SEED	12; 200; 200; 12; 200; 12; 12; 200; 12; 200	[hp_X]/mL; [hp_C]/mL; [hp_C]/mL; [hp_X]/mL; [hp_C]/mL; [hp_X]/mL; [hp_X]/mL; [hp_X]/mL; [hp_X]/mL; [hp_C]/mL			50845-0102-1	30 mL in 1 BOTTLE, SPRAY (50845-0102-1) 	5-4-1 format
50988-150_a6e2b980-65cb-4499-8c89-3245a70b1810	50988-150	HUMAN OTC DRUG	Shopko Antibacterial Hand Sanitizer		Ethyl Alcohol	GEL	TOPICAL	20100601	NA	OTC MONOGRAPH FINAL	part333	Jets, Sets, & Elephants Beauty Corp.	ALCOHOL	.62	mL/mL			50988-150-00	36 BOTTLE, PLASTIC in 1 BOX (50988-150-00)  > 71 mL in 1 BOTTLE, PLASTIC	5-3-2 format
51346-205_3716832e-99fc-4bda-98d9-5f5052c786e9	51346-205	HUMAN OTC DRUG	PROVENCE MAKEUP BASE	SPF30 PA PLUS PLUS 02 LAVENDER	OCTINOXATE, Zinc Oxide, Titanium Dioxide	CREAM	TOPICAL	20130201	NA	OTC MONOGRAPH NOT FINAL	part352	NATURE REPUBLIC CO., LTD.	OCTINOXATE; TITANIUM DIOXIDE; ZINC OXIDE	1.75; 1.46; 1.71	mg/35mL; mg/35mL; mg/35mL			51346-205-01	35 mL in 1 CARTON (51346-205-01) 	5-3-2 format
51346-232_376e2e7a-781e-4d3a-9a12-55aacf77de87	51346-232	HUMAN OTC DRUG	HAND AND NATURE SANITIZER	ALMOND	Alcohol	GEL	TOPICAL	20130401	NA	OTC MONOGRAPH NOT FINAL	part333A	NATURE REPUBLIC CO., LTD.	ALCOHOL	16.41	mg/30mL			51346-232-01	30 mL in 1 CARTON (51346-232-01) 	5-3-2 format
51672-4083_66584547-d6af-4afe-abc3-392116658ebd	51672-4083	HUMAN PRESCRIPTION DRUG	Hydrocortisone Butyrate		Hydrocortisone Butyrate	OINTMENT	TOPICAL	20041227	NA	ANDA	ANDA076842	Taro Pharmaceuticals U.S.A., Inc.	HYDROCORTISONE BUTYRATE	1	mg/g	Corticosteroid [EPC],Corticosteroid Hormone Receptor Agonists [MoA]		51672-4083-6	1 TUBE in 1 CARTON (51672-4083-6)  > 45 g in 1 TUBE	5-4-1 format
52083-622_4b99c990-1751-4e02-9b46-638399ba843f	52083-622	HUMAN OTC DRUG	Tusslin		dextromethorphan hydrobromide, guaifenesin, phenylephrine hydrochloride	SYRUP	ORAL	20131002	NA	OTC MONOGRAPH FINAL	part341	KRAMER NOVIS	DEXTROMETHORPHAN HYDROBROMIDE; GUAIFENESIN; PHENYLEPHRINE HYDROCHLORIDE	28; 388; 10	mg/5mL; mg/5mL; mg/5mL			52083-622-16	480 mL in 1 BOTTLE (52083-622-16) 	5-3-2 format
52124-0006_cc790eaf-f114-4c1f-95e0-87c49c741eef	52124-0006	HUMAN OTC DRUG	Genuine Hand Sanitizer		ALCOHOL	GEL	TOPICAL	20100423	NA	OTC MONOGRAPH FINAL	part333A	Genuine First Aid LLC	ALCOHOL	62	g/100g			52124-0006-1	.9 g in 1 PACKET (52124-0006-1) 	5-4-1 format
52125-012_6ac7c076-11f0-4d5d-906b-6b9ce2ebc0e1	52125-012	HUMAN PRESCRIPTION DRUG	Ethambutol Hydrochloride		Ethambutol Hydrochloride	TABLET	ORAL	20130309	NA	ANDA	ANDA078939	REMEDYREPACK INC.	ETHAMBUTOL HYDROCHLORIDE	100	mg/1	Antimycobacterial [EPC]		52125-012-02	30 TABLET in 1 BLISTER PACK (52125-012-02) 	5-3-2 format
52125-371_cd67844d-2b58-4e33-a5b4-5e40f165aa8e	52125-371	HUMAN PRESCRIPTION DRUG	Amlodipine Besylate		Amlodipine Besylate	TABLET	ORAL	20130513	NA	ANDA	ANDA077995	REMEDYREPACK INC.	AMLODIPINE BESYLATE	10	mg/1	Calcium Channel Antagonists [MoA],Dihydropyridine Calcium Channel Blocker [EPC],Dihydropyridines [Chemical/Ingredient]		52125-371-19	90 TABLET in 1 VIAL (52125-371-19) 	5-3-2 format
52584-140_6a2057c1-ccf1-4725-8372-b8b2cf52f6c0	52584-140	HUMAN PRESCRIPTION DRUG	Phytonadione		Phytonadione	INJECTION, SOLUTION	INTRAMUSCULAR; PARENTERAL; SUBCUTANEOUS	20100401	NA	ANDA	ANDA083722	General Injectables & Vaccine, Inc	PHYTONADIONE	1	mg/.5mL	Increased Prothrombin Activity [PE],Reversed Anticoagulation Activity [PE],Vitamin K [Chemical/Ingredient],Vitamin K [EPC],Warfarin Reversal Agent [EPC]		52584-140-00	1 CARTON in 1 BAG (52584-140-00)  > 1 SYRINGE in 1 CARTON > .5 mL in 1 SYRINGE	5-3-2 format
52685-364_577bf1ee-61af-4b07-bd5b-7db2396e35f0	52685-364	HUMAN OTC DRUG	CLE DE PEAU BEAUTE PW FOUNDATION s	BF20	Octinoxate and Titanium dioxide	POWDER	TOPICAL	20090901	NA	OTC MONOGRAPH NOT FINAL	part352	SHISEIDO CO., LTD.	OCTINOXATE; TITANIUM DIOXIDE	209; 363	mg/11g; mg/11g			52685-364-30	1 TRAY in 1 CARTON (52685-364-30)  > 11 g in 1 TRAY	5-3-2 format
52959-008_a90b16ab-0c90-4e42-a281-7989f2158ebe	52959-008	HUMAN PRESCRIPTION DRUG	Amitriptyline Hydrochloride		Amitriptyline Hydrochloride	TABLET, FILM COATED	ORAL	19771121	NA	ANDA	ANDA085969	H.J. Harkins Company, Inc.	AMITRIPTYLINE HYDROCHLORIDE	10	mg/1	Tricyclic Antidepressant [EPC]		52959-008-90	90 TABLET, FILM COATED in 1 BOTTLE (52959-008-90) 	5-3-2 format
53041-401_3c4af140-a8d1-4085-9343-92c5bea6c3da	53041-401	HUMAN OTC DRUG	Natural Fiber		Psyllium husk	POWDER, FOR SUSPENSION	ORAL	20030101	NA	OTC MONOGRAPH NOT FINAL	part334	GUARDIAN DRUG COMPANY	PSYLLIUM HUSK	3.4	g/7g			53041-401-72	538 g in 1 CANISTER (53041-401-72) 	5-3-2 format
53145-219_e3d1f194-2c7c-4a6b-9561-7d5cf1cd38d6	53145-219	HUMAN OTC DRUG	Hongocura	M	Undecylenic Acid	LIQUID	TOPICAL	20120221	NA	OTC MONOGRAPH FINAL	part333C	Menper Distributors, Inc.	UNDECYLENIC ACID	200	mg/mL			53145-219-03	1 BOTTLE, SPRAY in 1 CARTON (53145-219-03)  > 60 mL in 1 BOTTLE, SPRAY	5-3-2 format
53241-020_854a0f8d-21b6-48de-b07b-7a287424df57	53241-020	HUMAN OTC DRUG	RACHEL K MINERAL CC PRESSED		TITANIUM DIOXIDE	POWDER	TOPICAL	20120115	NA	OTC MONOGRAPH FINAL	part352	RACHEL K COSMETICS PTE. LTD.	TITANIUM DIOXIDE	.84	g/12g			53241-020-01	12 g in 1 CARTON (53241-020-01) 	5-3-2 format
53329-042_6ecb3fe9-6eb6-45cf-b721-a4603597191c	53329-042	HUMAN OTC DRUG	Soothe and Cool Free Medseptic	Skin Protectant	Lanolin	OINTMENT	TOPICAL	20070101	NA	OTC MONOGRAPH FINAL	part347	Medline Industries, Inc.	LANOLIN	500	mg/g			53329-042-77	14 g in 1 TUBE (53329-042-77) 	5-3-2 format
53746-103_930a0c1e-daf9-44fe-a33e-a9afd873df94	53746-103	HUMAN PRESCRIPTION DRUG	Gabapentin		Gabapentin	CAPSULE	ORAL	20091124	NA	ANDA	ANDA078428	Amneal Pharmaceuticals of NY LLC	GABAPENTIN	400	mg/1	Anti-epileptic Agent [EPC],Decreased Central Nervous System Disorganized Electrical Activity [PE]		53746-103-30	30 CAPSULE in 1 BOTTLE (53746-103-30) 	5-3-2 format
53808-0742_e46640dd-311d-4e68-9424-7c4c7ade7847	53808-0742	HUMAN PRESCRIPTION DRUG	Naproxen Sodium		NAPROXEN SODIUM	TABLET, FILM COATED	ORAL	20090701	NA	ANDA	ANDA074201	State of Florida DOH Central Pharmacy	NAPROXEN SODIUM	550	mg/1	Cyclooxygenase Inhibitors [MoA],Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient],Nonsteroidal Anti-inflammatory Drug [EPC]		53808-0742-1	30 TABLET, FILM COATED in 1 BLISTER PACK (53808-0742-1) 	5-4-1 format
54157-101_aa24120e-2711-4e51-ae20-c6ae96dadb79	54157-101	HUMAN OTC DRUG	MegaFresh Antibacterial Deodorant		Triclocarban	SOAP	TOPICAL	20130304	NA	OTC MONOGRAPH NOT FINAL	part333A	American Amenities, Inc.	TRICLOCARBAN	.3	g/100g			54157-101-10	70 g in 1 PACKAGE (54157-101-10) 	5-3-2 format
54384-1072_75313f91-3cdb-4e6b-9e65-fd8f8eaf9338	54384-1072	HUMAN PRESCRIPTION DRUG	OXYGEN		OXYGEN	GAS	RESPIRATORY (INHALATION)	19720101	NA	UNAPPROVED MEDICAL GAS		American Oxygen Company, Inc	OXYGEN	99	L/100L			54384-1072-5	7054 L in 1 CYLINDER (54384-1072-5) 	5-4-1 format
54868-0879_6a31de21-7f3b-428e-9c95-76b8f7271f81	54868-0879	HUMAN PRESCRIPTION DRUG	Sulindac		Sulindac	TABLET	ORAL	20070704	NA	ANDA	ANDA071891	Physicians Total Care, Inc.	SULINDAC	150	mg/1	Cyclooxygenase Inhibitors [MoA],Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient],Nonsteroidal Anti-inflammatory Drug [EPC]		54868-0879-3	30 TABLET in 1 BOTTLE, PLASTIC (54868-0879-3) 	5-4-1 format
54868-1591_ba942508-13d1-4523-a66a-c8534c3285c3	54868-1591	HUMAN PRESCRIPTION DRUG	Triamcinolone Acetonide		Triamcinolone Acetonide	OINTMENT	TOPICAL	20060918	NA	ANDA	ANDA087357	Physicians Total Care, Inc.	TRIAMCINOLONE ACETONIDE	1	mg/g	Corticosteroid [EPC],Corticosteroid Hormone Receptor Agonists [MoA]		54868-1591-3	1 JAR in 1 CARTON (54868-1591-3)  > 454 g in 1 JAR	5-4-1 format
54868-2314_9a6689c1-b181-4395-a2d7-772bafb3aa7b	54868-2314	HUMAN PRESCRIPTION DRUG	Folic Acid		Folic Acid	TABLET	ORAL	19950927	NA	ANDA	ANDA040765	Physicians Total Care, Inc.	FOLIC ACID	1	mg/1			54868-2314-3	60 TABLET in 1 BOTTLE (54868-2314-3) 	5-4-1 format
54868-3038_16dc4bf5-8936-4f83-83ba-90ec8bafc317	54868-3038	HUMAN PRESCRIPTION DRUG	HYDROCODONE BITARTRATE AND ACETAMINOPHEN		HYDROCODONE BITARTRATE AND ACETAMINOPHEN	TABLET	ORAL	19940113	NA	ANDA	ANDA040201	Physicians Total Care, Inc.	ACETAMINOPHEN; HYDROCODONE BITARTRATE	500; 7.5	mg/1; mg/1	Opioid Agonist [EPC],Opioid Agonists [MoA]	CIII	54868-3038-0	100 TABLET in 1 BOTTLE, PLASTIC (54868-3038-0) 	5-4-1 format
54868-4074_8a1277c4-9a11-4cc9-8a6b-aea181d8c75c	54868-4074	HUMAN PRESCRIPTION DRUG	Lotrel		amlodipine besylate and benazepril hydrochloride	CAPSULE	ORAL	20001128	NA	NDA	NDA020364	Physicians Total Care, Inc.	AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE	5; 20	mg/1; mg/1	Calcium Channel Antagonists [MoA],Dihydropyridine Calcium Channel Blocker [EPC],Dihydropyridines [Chemical/Ingredient],Angiontensin Converting Enzyme Inhibitor [EPC],Angiotensin-converting Enzyme Inhibitors [MoA],Decreased Blood Pressure [PE]		54868-4074-0	30 CAPSULE in 1 BOTTLE, PLASTIC (54868-4074-0) 	5-4-1 format
54868-4537_6876c1b2-e3b1-474d-b8e1-5bf7e4b14d1d	54868-4537	HUMAN PRESCRIPTION DRUG	Fluoxetine Hydrochloride		fluoxetine hydrochloride	CAPSULE	ORAL	20081023	NA	ANDA	ANDA075207	Physicians Total Care, Inc.	FLUOXETINE HYDROCHLORIDE	20	mg/1	Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]		54868-4537-3	90 CAPSULE in 1 BOTTLE, PLASTIC (54868-4537-3) 	5-4-1 format
54868-5814_e1db502f-fa92-4a34-9c93-68bdfb38ba85	54868-5814	HUMAN PRESCRIPTION DRUG	Androgel		Testosterone	GEL	TRANSDERMAL	20070829	NA	NDA	NDA021015	Physicians Total Care, Inc.	TESTOSTERONE	10	mg/g	Androgen [EPC],Androgen Receptor Agonists [MoA],Androstanes [Chemical/Ingredient]	CIII	54868-5814-0	2 BOTTLE, PUMP in 1 CARTON (54868-5814-0)  > 75 g in 1 BOTTLE, PUMP	5-4-1 format
54868-5897_af99b509-0cf2-40cb-9198-40414a82ca46	54868-5897	HUMAN PRESCRIPTION DRUG	ROPINIROLE HYDROCHLORIDE		ROPINIROLE HYDROCHLORIDE	TABLET, COATED	ORAL	20080521	NA	ANDA	ANDA078230	Physicians Total Care, Inc.	ROPINIROLE HYDROCHLORIDE	1	mg/1	Dopamine Agonists [MoA],Nonergot Dopamine Agonist [EPC]		54868-5897-1	60 TABLET, COATED in 1 BOTTLE, PLASTIC (54868-5897-1) 	5-4-1 format
54868-5983_99fc81a8-679b-46b6-900f-7207a878f6df	54868-5983	HUMAN PRESCRIPTION DRUG	Exforge		amlodipine besylate and valsartan	TABLET, FILM COATED	ORAL	20090622	NA	NDA	NDA021990	Physicians Total Care, Inc.	AMLODIPINE BESYLATE; VALSARTAN	10; 320	mg/1; mg/1	Calcium Channel Antagonists [MoA],Dihydropyridine Calcium Channel Blocker [EPC],Dihydropyridines [Chemical/Ingredient],Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC]		54868-5983-0	30 TABLET, FILM COATED in 1 BOTTLE (54868-5983-0) 	5-4-1 format
54868-5984_287cfe76-1f00-4498-8d38-61828ba88ad5	54868-5984	HUMAN PRESCRIPTION DRUG	Verapamil Hydrochloride		verapamil hydrochloride	CAPSULE, DELAYED RELEASE PELLETS	ORAL	20090212	NA	NDA	NDA019614	Physicians Total Care, Inc.	VERAPAMIL HYDROCHLORIDE	360	mg/1	Calcium Channel Antagonists [MoA],Calcium Channel Blocker [EPC]		54868-5984-1	10 CAPSULE, DELAYED RELEASE PELLETS in 1 BOTTLE, PLASTIC (54868-5984-1) 	5-4-1 format
54973-2904_fcc4d1d3-e53d-4059-8c0f-1abf44758e96	54973-2904	HUMAN OTC DRUG	ARNICA MONTANA		ARNICA MONTANA	TABLET	ORAL	19550101	NA	UNAPPROVED HOMEOPATHIC		Hyland's	ARNICA MONTANA	30	[hp_X]/1			54973-2904-4	250 TABLET in 1 BOTTLE, PLASTIC (54973-2904-4) 	5-4-1 format
55111-478_d5aeb471-b5af-b169-c662-938ae8c15d8e	55111-478	HUMAN PRESCRIPTION DRUG	Zolpidem Tartrate		Zolpidem Tartrate	TABLET, FILM COATED	ORAL	20070423	NA	ANDA	ANDA077985	Dr. Reddy's Laboratories Limited	ZOLPIDEM TARTRATE	5	mg/1	gamma-Aminobutyric Acid-ergic Agonist [EPC],GABA A Agonists [MoA],Pyridines [Chemical/Ingredient],Central Nervous System Depression [PE]	CIV	55111-478-30	30 TABLET, FILM COATED in 1 BOTTLE (55111-478-30) 	5-3-2 format
55154-0671_002aba09-f6af-48e8-9951-949e1033fb09	55154-0671	HUMAN PRESCRIPTION DRUG	Allopurinol		Allopurinol	TABLET	ORAL	19870109	NA	ANDA	ANDA071450	Cardinal Health	ALLOPURINOL	100	mg/1	Xanthine Oxidase Inhibitor [EPC],Xanthine Oxidase Inhibitors [MoA]		55154-0671-0	10 BLISTER PACK in 1 BAG (55154-0671-0)  > 1 TABLET in 1 BLISTER PACK	5-4-1 format
55154-4250_a91f6d42-e74e-461b-af00-44a118ecc502	55154-4250	HUMAN PRESCRIPTION DRUG	Cardizem		diltiazem hydrochloride	CAPSULE	ORAL	20010411	NA	NDA	NDA020062	Cardinal Health	DILTIAZEM HYDROCHLORIDE	180	mg/1	Calcium Channel Antagonists [MoA],Calcium Channel Blocker [EPC]		55154-4250-0	10 BLISTER PACK in 1 BAG (55154-4250-0)  > 1 CAPSULE in 1 BLISTER PACK	5-4-1 format
55154-4837_fbc6dc5a-5640-4e28-bc71-1f507ecc8edd	55154-4837	HUMAN PRESCRIPTION DRUG	Nifedical	XL	nifedipine	TABLET, FILM COATED, EXTENDED RELEASE	ORAL	20001211	NA	ANDA	ANDA075289	Cardinal Health	NIFEDIPINE	60	mg/1	Calcium Channel Antagonists [MoA],Dihydropyridine Calcium Channel Blocker [EPC],Dihydropyridines [Chemical/Ingredient]		55154-4837-8	6000 TABLET, FILM COATED, EXTENDED RELEASE in 1 BOTTLE (55154-4837-8) 	5-4-1 format
55154-5079_1c48d3ad-4c6c-4a25-be43-6a18e22d8fa9	55154-5079	HUMAN PRESCRIPTION DRUG	Zolpidem Tartrate		zolpidem tartrate	TABLET	ORAL	20110128	NA	ANDA	ANDA076578	Cardinal Health	ZOLPIDEM TARTRATE	5	mg/1	gamma-Aminobutyric Acid-ergic Agonist [EPC],GABA A Agonists [MoA],Pyridines [Chemical/Ingredient],Central Nervous System Depression [PE]	CIV	55154-5079-0	10 BLISTER PACK in 1 BAG (55154-5079-0)  > 1 TABLET in 1 BLISTER PACK	5-4-1 format
55289-110_5f0ac397-0cbe-4f14-acca-0d3da7f316e7	55289-110	HUMAN PRESCRIPTION DRUG	E.E.S.		Erythromycin Ethylsuccinate	TABLET, FILM COATED	ORAL	20101216	NA	ANDA	ANDA061905	PD-Rx Pharmaceuticals, Inc.	ERYTHROMYCIN ETHYLSUCCINATE	400	mg/1	Decreased Sebaceous Gland Activity [PE],Macrolide [EPC],Macrolide Antimicrobial [EPC],Macrolides [Chemical/Ingredient]		55289-110-03	3 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (55289-110-03) 	5-3-2 format
55289-139_6900fee2-ae62-4734-96e4-0c4070513e4e	55289-139	HUMAN PRESCRIPTION DRUG	Hydroxyzine Hydrochloride		Hydroxyzine Hydrochloride	TABLET, FILM COATED	ORAL	20101207	NA	ANDA	ANDA088618	PD-Rx Pharmaceuticals, Inc.	HYDROXYZINE HYDROCHLORIDE	25	mg/1	Antihistamine [EPC],Histamine Receptor Antagonists [MoA]		55289-139-20	20 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (55289-139-20) 	5-3-2 format
55289-898_d553ab4c-fa46-4e5b-b2b2-9448bfb7bbd5	55289-898	HUMAN PRESCRIPTION DRUG	Gabapentin		Gabapentin	CAPSULE	ORAL	20100517	NA	ANDA	ANDA090705	PD-Rx Pharmaceuticals, Inc.	GABAPENTIN	300	mg/1	Anti-epileptic Agent [EPC],Decreased Central Nervous System Disorganized Electrical Activity [PE]		55289-898-30	30 CAPSULE in 1 BOTTLE, PLASTIC (55289-898-30) 	5-3-2 format
55700-015_d334cd35-d0c0-4a88-a161-0bdad95e155f	55700-015	HUMAN PRESCRIPTION DRUG	Amlodipine Besylate		amlodipine besylate	TABLET	ORAL	20100407	NA	ANDA	ANDA078414	Lake Erie Medical DBA Quality Care Products LLC	AMLODIPINE BESYLATE	10	mg/1	Calcium Channel Antagonists [MoA],Dihydropyridine Calcium Channel Blocker [EPC],Dihydropyridines [Chemical/Ingredient]		55700-015-90	90 TABLET in 1 BOTTLE, PLASTIC (55700-015-90) 	5-3-2 format
55714-2229_b0d315f3-f02b-d0d5-ea42-8feb0c51a836	55714-2229	HUMAN OTC DRUG	Acne		Antimon. crud., Arsenicum alb., Aur. met., Berber. aqui., Bovista, Carbo veg., Causticum, Chelidonium majus, Dulcamara, Graphites, Hepar sulph. calc., Hydrocotyle, Kali brom., Kali iod., Ledum, Lycopodium, Nux vom., Silicea, Sulphur iod., Zinc. met., Echinacea, Juglans regia, Lappa, Taraxacum	PELLET	ORAL	20110301	NA	UNAPPROVED HOMEOPATHIC		Newton Laboratories, Inc.	ACTIVATED CHARCOAL; ANTIMONY TRISULFIDE; ARCTIUM LAPPA ROOT; ARSENIC CATION (3+); CALCIUM SULFIDE; CAUSTICUM; CENTELLA ASIATICA; CHELIDONIUM MAJUS; ECHINACEA, UNSPECIFIED; ENGLISH WALNUT; GIANT PUFFBALL; GOLD; GRAPHITE; LEDUM PALUSTRE TWIG; LYCOPODIUM CLAVATUM SPORE; MAHONIA AQUIFOLIUM ROOT BARK; POTASSIUM BROMIDE; POTASSIUM IODIDE; SILICON DIOXIDE; SOLANUM DULCAMARA TOP; STRYCHNOS NUX-VOMICA SEED; SULFUR IODIDE; TARAXACUM OFFICINALE; ZINC	15; 15; 3; 15; 15; 15; 15; 15; 3; 3; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 3; 15	[hp_X]/g; [hp_X]/g; [hp_X]/g; [hp_X]/g; [hp_X]/g; [hp_X]/g; [hp_X]/g; [hp_X]/g; [hp_X]/g; [hp_X]/g; [hp_X]/g; [hp_X]/g; [hp_X]/g; [hp_X]/g; [hp_X]/g; [hp_X]/g; [hp_X]/g; [hp_X]/g; [hp_X]/g; [hp_X]/g; [hp_X]/g; [hp_X]/g; [hp_X]/g; [hp_X]/g			55714-2229-1	28.35 g in 1 BOTTLE, GLASS (55714-2229-1) 	5-4-1 format
